Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Chip Globals,PLL
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.rDCon/SD.rdcon/rdFif.rdFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.rDCon/SD.rdcon/rdmx/Primitives,277,9,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.rcon/rrArb/Primitives,35,16,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.rcon/slmx/Primitives,73,9,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.wDCon/Primitives,10,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.wDCon/iWrConSh.wrDMux/Primitives,76,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.wDCon/iWrConSh.wrFif/Primitives,35,19,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/FIC0_INITIATOR_inst_0/FIC0_INITIATOR_0/axicb/cb.wDCon/iWrConSh.wrFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0
FIC_0_PERIPHERALS_0/MSS_LSRAM_inst_0/COREAXI4SRAM_0/U_MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF/Primitives,0,10,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/MSS_LSRAM_inst_0/COREAXI4SRAM_0/genblk1.genblk1.U_MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL/Primitives,322,236,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/MSS_LSRAM_inst_0/PF_TPSRAM_AHB_AXI_0/Primitives,68,0,288,288,0,0,0,8,0,0
FIC_0_PERIPHERALS_0/security_core_0/Primitives,1150,1720,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/dec/Primitives,7926,7712,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/hash_core/Primitives,2887,1549,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/key_expansion/Primitives,12753,5955,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/neoTRNG_0/Primitives,20,19,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/neoTRNG_0/entropy_cell_gen.0.neoTRNG_cell_inst/Primitives,5,12,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/neoTRNG_0/entropy_cell_gen.1.neoTRNG_cell_inst/Primitives,7,16,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/neoTRNG_0/entropy_cell_gen.2.neoTRNG_cell_inst/Primitives,9,20,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/timer_0/Primitives,18,11,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/trivium_0/Primitives,544,358,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/rng/trng_acc_0/Primitives,5,68,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/Primitives,18,204,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk1[1].transform/Primitives,20,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk1[2].transform/Primitives,20,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk2[0].scale0/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk2[1].scale0/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk2[2].scale0/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk3[0].scale1/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk3[1].scale1/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk3[2].scale1/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk5[0].inv_transform/Primitives,24,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk5[1].inv_transform/Primitives,24,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/genblk5[2].inv_transform/Primitives,24,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/Primitives,48,36,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[0].genblk1[0].mul/Primitives,14,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[0].genblk1[1].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[0].genblk1[2].mul/Primitives,7,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[1].genblk1[0].mul/Primitives,7,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[1].genblk1[1].mul/Primitives,10,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[1].genblk1[2].mul/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[2].genblk1[0].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[2].genblk1[1].mul/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul0/genblk1[2].genblk1[2].mul/Primitives,10,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/Primitives,12,18,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[0].genblk1[0].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[0].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[0].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[1].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[1].genblk1[1].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[1].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[2].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[2].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul1/genblk1[2].genblk1[2].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/Primitives,18,18,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[0].genblk1[0].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[0].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[0].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[1].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[1].genblk1[1].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[1].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[2].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[2].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul2/genblk1[2].genblk1[2].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/Primitives,18,18,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[0].genblk1[0].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[0].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[0].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[1].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[1].genblk1[1].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[1].genblk1[2].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[2].genblk1[0].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[2].genblk1[1].mul/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul3/genblk1[2].genblk1[2].mul/Primitives,2,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/Primitives,51,36,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[0].genblk1[0].mul/Primitives,14,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[0].genblk1[1].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[0].genblk1[2].mul/Primitives,6,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[1].genblk1[0].mul/Primitives,7,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[1].genblk1[1].mul/Primitives,11,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[1].genblk1[2].mul/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[2].genblk1[0].mul/Primitives,8,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[2].genblk1[1].mul/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul4/genblk1[2].genblk1[2].mul/Primitives,10,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/Primitives,44,36,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[0].genblk1[0].mul/Primitives,13,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[0].genblk1[1].mul/Primitives,7,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[0].genblk1[2].mul/Primitives,7,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[1].genblk1[0].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[1].genblk1[1].mul/Primitives,11,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[1].genblk1[2].mul/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[2].genblk1[0].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[2].genblk1[1].mul/Primitives,5,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/mul5/genblk1[2].genblk1[2].mul/Primitives,10,0,0,0,0,0,0,0,0,0
FIC_0_PERIPHERALS_0/security_core_0/sbox/transform0/Primitives,19,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/COREGPIO_C0/GPIO_0/Primitives,52,34,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CORE_I2C_C0_0_WRAPPER_1/COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/Primitives,381,94,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CORE_I2C_C0_0_WRAPPER_1/COREI2C_C0_0/COREI2C_C0_0/Primitives,3,8,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CORE_I2C_C0_0_WRAPPER_1/Primitives,0,0,0,0,2,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/Primitives,37,24,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/Primitives,30,24,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/Primitives,33,33,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/Primitives,31,33,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_CLOCK_GEN/Primitives,24,19,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_RX/Primitives,64,39,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_TX/Primitives,29,23,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/APB_ARBITER_0/Primitives,42,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4000_0xxx_0/FIC_3_0x4000_0xxx_0/Primitives,3,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4000_0xxx_0/FIC_3_0x4000_0xxx_0/u_mux_p_to_b3/Primitives,77,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4xxx_xxxx_0/FIC_3_0x4xxx_xxxx_0/Primitives,6,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4xxx_xxxx_0/FIC_3_0x4xxx_xxxx_0/u_mux_p_to_b3/Primitives,40,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/FIC_3_ADDRESS_GENERATION_1/Primitives,13,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/Primitives,20,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/addr_mux_0/Primitives,519,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/apb_target_0/Primitives,6,37,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/common_mailbox_ram/Primitives,0,0,72,72,0,0,0,2,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h1.CH_H0_H1/Primitives,22,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h2.CH_H0_H2/Primitives,32,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h3.CH_H0_H3/Primitives,16,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h4.CH_H0_H4/Primitives,24,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h2.CH_H1_H2/Primitives,29,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h3.CH_H1_H3/Primitives,23,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h4.CH_H1_H4/Primitives,23,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h2_h3.CH_H2_H3/Primitives,25,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h2_h4.CH_H2_H4/Primitives,36,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h3_h4.CH_H3_H4/Primitives,17,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h0.h0_irq_module/Primitives,28,32,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h1.h1_irq_module/Primitives,20,32,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h2.h2_irq_module/Primitives,21,32,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h3.h3_irq_module/Primitives,21,32,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h4.h4_irq_module/Primitives,20,32,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/mb_addr_decoder/Primitives,31,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/PWM/corepwm_C0_0/Primitives,4,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/PWM/corepwm_C0_0/genblk3.corepwm_reg_if/Primitives,97,194,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/PWM/corepwm_C0_0/genblk5.genblk1.corepwm_timebase/Primitives,151,64,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/PWM/corepwm_C0_0/genblk6.corepwm_pwm_gen/Primitives,55,1,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/Primitives,3,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/UCC/Primitives,174,133,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/UCC/UCLKMUX1/Primitives,1,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/UCON/Primitives,6,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/URF/Primitives,74,43,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/URXF/Primitives,18,11,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_0/SPI_FOR_7_SEG_0/SPI_FOR_7_SEG_0/USPI/UTXF/Primitives,21,27,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/PF_CCC_C1_0/PF_CCC_C1_0/Primitives,0,0,0,0,0,0,0,0,1,1
MIPI_CAMERA_0/PF_IOD_GENERIC_RX_C0_0/COREBCLKSCLKALIGN_0/PF_IOD_GENERIC_RX_C0_TR_0/genblk1.U_ICB_BCLKSCLKALIGN/Primitives,691,655,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/PF_IOD_GENERIC_RX_C0_0/PF_IOD_RX/Primitives,0,0,0,0,0,2,0,0,0,0
MIPI_CAMERA_0/PF_IOD_GENERIC_RX_C0_0/PF_LANECTRL_0/I_LANECTRL_PAUSE_SYNC/Primitives,0,2,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/PF_IOD_GENERIC_RX_C0_0/Primitives,1,0,0,0,0,1,0,0,1,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/Primitives,46,28,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_data_fifo/Primitives,42,43,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_data_fifo/genblk18.fifo_corefifo_sync_scntr/Primitives,66,42,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_data_fifo/genblk19.u_corefifo_fwft/Primitives,48,83,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_data_fifo/genblk24.UI_ram_wrapper_1/L3_syncnonpipe/Primitives,40,41,36,36,0,0,0,1,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_len_fifo/Primitives,0,11,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_len_fifo/genblk18.fifo_corefifo_sync_scntr/Primitives,56,19,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_len_fifo/genblk19.u_corefifo_fwft/Primitives,4,19,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/ddr_rw_arbiter_vdma_0/v_wr_len_fifo/genblk24.UI_ram_wrapper_1/L3_syncnonpipe/pf_ram_pf_ram_0_0/Primitives,0,0,12,12,0,0,1,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/write_top_vdma_0/request_scheduler_vdma_0/Primitives,39,23,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/write_top_vdma_0/write_demux_vdma_0/Primitives,2,0,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/ddr_axi4_arbiter_vdma_0/genblk1.ddr_axi4_arbiter_native_vdma_0/write_top_vdma_0/write_mux_vdma_0/Primitives,0,44,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/dma_top_0/axi4lite_regmap_vdma_0/axi4lite_adapter_vdma_0/Primitives,12,22,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/dma_top_0/axi4lite_regmap_vdma_0/read_reg_vdma_0/Primitives,48,36,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/dma_top_0/axi4lite_regmap_vdma_0/write_reg_vdma_0/Primitives,18,55,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/dma_top_0/interrupt_controller_vdma_0/Primitives,93,50,0,0,0,0,0,0,0,0
MIPI_CAMERA_0/VDMA_C0_0/VDMA_C0_0/dma_top_0/interrupt_controller_vdma_0/synchronizer_circuit_2stage_buff_addr/Primitives,0,2,0,0,0,0,0,0,0,0
